px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
0.312243	0.58034	0	0	0	0.312243	0.58034	0.6	0.6	5.19994	0	0
0.735374	0.629505	7.20296	-5.94553e-017	1.50352e-017	0.862916	0.534212	0.859997	0.600045	5.19975	0.00179686	1.22113
1.1605	0.494945	7.20603	-0.127198	-0.0118563	1.17385	0.481073	1.11998	0.600225	5.19943	0.00538996	0.0392722
1.25803	0.53308	7.19127	0.122749	0.0306362	0.969149	0.397513	1.37996	0.600629	5.19898	0.0107781	0.406537
1.61581	0.595362	7.20475	0.161553	0.0462389	1.65063	0.62469	1.6399	0.601347	5.19839	0.0179597	0.0200568
1.85111	0.561869	6.01131	0.0253498	-0.233834	1.62331	0.499091	1.89982	0.60247	5.19766	0.0269323	0.0934052
2.163	0.591233	6.01092	0.0400468	-0.178035	2.18882	0.648739	2.1597	0.604086	5.19678	0.0376932	0.00021938
2.3789	0.637118	5.60877	0.0557471	-0.343071	1.96701	0.557117	2.41954	0.606284	5.19573	0.0502389	0.0150001
2.65628	0.654183	5.60613	0.0444586	-0.321061	2.65526	0.66598	2.67932	0.609155	5.1945	0.0645654	0.000216171
2.92275	0.647727	5.54097	-0.00348249	-0.475131	2.92034	0.645898	2.93904	0.612786	5.19309	0.080668	0.0246022
3.15875	0.643272	5.49692	-0.0168848	-0.439976	3.01222	0.637046	3.19869	0.617267	5.19147	0.0985415	0.000284522
3.44424	0.539306	5.52887	-0.1652	-0.853383	3.56096	0.485311	3.45825	0.622685	5.18963	0.11818	0.0214354
3.74733	0.427095	5.59432	-0.283726	-1.07364	3.89365	0.311793	3.71772	0.62913	5.18754	0.139576	0.000212281
4.02824	0.511155	5.55516	-0.147126	-0.55104	4.19786	0.698311	3.97708	0.636689	5.18519	0.162724	0.00975315
4.30221	0.503042	5.53752	-0.140125	-0.467619	4.30935	0.578564	4.23632	0.645449	5.18256	0.187614	9.02932e-005
4.56314	0.538359	5.45896	-0.100508	-0.332454	4.61908	0.68951	4.49542	0.655498	5.17962	0.214238	0.00456439
4.75348	0.644099	5.30184	-0.000674818	-0.09002	4.35143	0.899174	4.75437	0.666921	5.17634	0.242587	6.20221e-005
5.00604	0.642305	5.23933	-0.00948997	-0.100483	5.20901	0.66599	5.01315	0.679804	5.1727	0.272649	0.00262426
5.30654	0.640162	5.28724	-0.0149244	-0.101027	5.51894	0.648233	5.27175	0.694234	5.16867	0.304413	4.02448e-005
5.56431	0.648066	5.29972	-0.00872893	-0.0798844	5.22834	0.639362	5.53013	0.710295	5.16422	0.337868	0.00171629
5.85741	0.665191	5.33106	0.000410231	-0.0579009	6.022	0.708619	5.78828	0.728072	5.15932	0.372999	2.90134e-005
6.10077	0.591111	5.27406	-0.0536634	-0.142168	5.89392	0.373584	6.04618	0.747647	5.15393	0.409793	0.00117287
6.35681	0.705387	5.24775	0.0220187	-0.0142222	6.34249	0.948833	6.30379	0.769103	5.14803	0.448233	2.05766e-005
6.60797	0.736352	5.21075	0.0362077	0.00731338	6.62134	0.836138	6.5611	0.792523	5.14157	0.488305	0.000800667
6.85546	0.735902	5.19681	0.0310089	-0.000564484	6.78214	0.714036	6.81808	0.817988	5.13452	0.52999	1.48344e-005
7.10018	0.718634	5.12866	0.0148561	-0.0249155	7.29121	0.630741	7.07469	0.845578	5.12685	0.573269	0.000592664
7.32144	0.80364	5.08294	0.0600076	0.0387748	7.13735	0.957217	7.3309	0.875373	5.11851	0.618123	1.11917e-005
7.61066	0.814929	5.1637	0.0595466	0.0360268	8.08349	0.819605	7.58668	0.907449	5.10946	0.664531	0.000461872
7.86032	0.794544	5.15492	0.0423458	0.0111481	7.80533	0.719126	7.84199	0.941886	5.09966	0.712469	9.36714e-006
8.11126	0.811586	5.10917	0.0451973	0.0127803	8.40453	0.884557	8.0968	0.978759	5.08907	0.761915	0.000415759
8.34884	0.830375	5.08856	0.0500404	0.018374	8.24796	0.840322	8.35106	1.01814	5.07766	0.812843	8.03005e-006
8.61494	0.918038	5.15337	0.0899803	0.0697478	8.45858	1.41118	8.60472	1.06011	5.06537	0.865226	0.00037567
8.85164	0.978244	5.13109	0.112534	0.094178	8.74615	1.04858	8.85775	1.10473	5.05216	0.919037	7.50871e-006
9.13886	1.01657	5.18048	0.120483	0.0978097	9.8809	1.1419	9.1101	1.15208	5.03798	0.974245	0.000371194
9.37557	1.05096	5.15665	0.127518	0.100827	9.25579	1.04913	9.36172	1.20223	5.0228	1.03082	7.27206e-006
9.65276	1.12326	5.20113	0.150617	0.123273	10.1016	1.52474	9.61255	1.25524	5.00656	1.08873	0.000376941
9.92355	1.25257	5.22813	0.199657	0.177064	10.0484	1.44598	9.86254	1.31118	4.98922	1.14794	7.24242e-006
10.1732	1.34389	5.18808	0.228961	0.204787	10.5377	1.72555	10.1117	1.37011	4.97074	1.20841	0.000395473
10.3986	1.42625	5.16014	0.251666	0.221099	10.2492	1.45907	10.3598	1.4321	4.95106	1.2701	7.21645e-006
10.6321	1.51444	5.09416	0.277738	0.244018	10.9084	1.70343	10.6069	1.49721	4.93014	1.33298	0.000395968
10.8591	1.54637	5.06439	0.272632	0.222791	10.7313	1.45265	10.853	1.56549	4.90794	1.39701	7.02897e-006
11.1232	1.59823	5.09598	0.272757	0.207524	11.4783	1.42876	11.0979	1.637	4.8844	1.46213	0.000398509
11.4012	1.6437	5.12848	0.268379	0.188195	11.587	1.61462	11.3416	1.71179	4.85948	1.52832	7.21726e-006
11.6334	1.70319	5.08954	0.275732	0.187242	11.4763	1.53917	11.584	1.78992	4.83313	1.59551	0.00043155
11.8641	1.76778	5.07186	0.283763	0.185864	11.7788	1.74591	11.8251	1.87144	4.80531	1.66366	7.46091e-006
12.1179	1.8577	5.11542	0.298846	0.191026	12.136	2.14937	12.0647	1.95639	4.77598	1.73273	0.000442184
12.3613	1.88557	5.09803	0.285519	0.162441	12.3226	1.78353	12.3029	2.04482	4.74508	1.80265	7.77418e-006
12.6159	1.94574	5.13175	0.284893	0.14926	12.5457	1.77728	12.5394	2.13677	4.71257	1.87338	0.000465867
12.8159	2.08132	5.10184	0.327106	0.193277	12.5924	2.17509	12.7743	2.23227	4.67842	1.94485	8.04723e-006
13.08	2.18698	5.17662	0.341432	0.19462	13.2198	2.6644	13.0075	2.33137	4.64258	2.01701	0.00047821
13.2826	2.32899	5.15181	0.381538	0.232966	13.0875	2.40708	13.2388	2.43409	4.605	2.08981	8.29247e-006
13.4644	2.47914	5.06564	0.430138	0.286096	12.7087	3.12439	13.4682	2.54047	4.56565	2.16317	0.000490069
13.7131	2.59271	5.09098	0.444626	0.28588	13.836	2.62479	13.6955	2.65053	4.52448	2.23703	7.8951e-006
13.9328	2.70822	5.07482	0.463479	0.293158	13.8302	2.73893	13.9208	2.7643	4.48147	2.31134	0.000475071
14.1606	2.86009	5.09619	0.494485	0.31297	14.2106	2.94205	14.1439	2.88179	4.43656	2.38601	7.78651e-006
14.4093	2.96711	5.14839	0.493691	0.285588	14.5568	2.87021	14.3646	3.00303	4.38974	2.46099	0.000470345
14.6176	3.03928	5.10024	0.488235	0.262301	14.4616	2.90734	14.583	3.12802	4.34097	2.5362	7.8329e-006
14.8473	3.19053	5.14919	0.510112	0.268012	14.6754	3.96041	14.7989	3.25679	4.29021	2.61157	0.000474486
15.0533	3.38222	5.16996	0.554893	0.306214	15.0261	3.5067	15.0122	3.38932	4.23744	2.68703	7.8155e-006
15.2641	3.54962	5.16482	0.587487	0.331231	15.3685	4.14761	15.2228	3.52563	4.18263	2.76249	0.00047772
15.4767	3.73554	5.19166	0.621658	0.35222	15.5236	3.82936	15.4306	3.66572	4.12575	2.83789	7.6371e-006
15.6888	3.87007	5.18165	0.630995	0.342273	15.7234	3.4105	15.6355	3.80957	4.06678	2.91315	0.000462299
15.9109	4.01191	5.18727	0.639786	0.331975	15.9774	4.00094	15.8375	3.95719	4.00571	2.98817	7.32522e-006
16.1064	4.17836	5.15533	0.66919	0.356079	16.3376	4.21632	16.0363	4.10854	3.94251	3.0629	0.000451057
16.3039	4.37153	5.17722	0.700264	0.371694	16.3313	4.44499	16.2319	4.26363	3.87716	3.13723	7.03773e-006
16.5139	4.53504	5.1915	0.712363	0.361902	16.7586	4.48231	16.4242	4.42242	3.80966	3.21109	0.000431949
16.6931	4.70311	5.17438	0.732934	0.365344	16.6039	4.67344	16.613	4.5849	3.74	3.28438	6.81253e-006
16.8451	4.90356	5.10882	0.784467	0.424899	16.9236	5.10119	16.7983	4.75103	3.66817	3.35704	0.000418094
17.0101	5.12589	5.13199	0.824121	0.446551	16.9955	5.21099	16.9799	4.92077	3.59416	3.42897	6.36465e-006
17.1792	5.30103	5.10546	0.845214	0.450175	17.3421	4.64623	17.1579	5.09409	3.51797	3.50008	0.000383925
17.3404	5.48042	5.08806	0.864593	0.446938	17.2894	5.43542	17.3319	5.27094	3.4396	3.57028	5.92039e-006
17.4952	5.65633	5.04867	0.88739	0.454958	17.6463	4.74597	17.5019	5.45128	3.35907	3.63949	0.000359582
17.6918	5.77806	5.00565	0.873208	0.412135	17.7853	5.62476	17.6679	5.63506	3.27637	3.70762	5.50525e-006
17.8326	5.9814	4.97865	0.910192	0.442622	17.9216	6.07151	17.8297	5.82221	3.19151	3.77458	0.000346061
18.0091	6.1664	4.9854	0.920198	0.427961	18.1263	6.16985	17.9872	6.01269	3.10453	3.84027	5.29024e-006
18.1568	6.37669	4.99474	0.945677	0.433139	18.1245	6.79027	18.1402	6.20641	3.01542	3.90462	0.000336238
18.2794	6.60922	5.01001	0.982874	0.451213	18.2164	6.66138	18.2888	6.40332	2.92421	3.96753	5.18965e-006
18.4094	6.82619	5.00713	1.01234	0.463018	18.4022	7.02231	18.4328	6.60333	2.83093	4.0289	0.000322199
18.5602	6.96322	4.93652	1.00599	0.430106	18.5422	6.76013	18.572	6.80638	2.7356	4.08867	4.95204e-006
18.7087	7.16989	4.95858	1.01488	0.407278	18.8089	7.24388	18.7064	7.01237	2.63825	4.14672	0.000305456
18.9085	7.30587	4.91813	0.990013	0.355131	19.1441	7.18344	18.8359	7.22122	2.53893	4.20299	4.73505e-006
18.9939	7.5167	4.8654	1.03559	0.403494	18.5479	7.4012	18.9604	7.43283	2.43767	4.25737	0.000309106
19.086	7.77232	4.89965	1.0784	0.429371	19.0138	7.8688	19.0798	7.64712	2.3345	4.3098	4.62515e-006
19.2058	7.98166	4.89808	1.09392	0.420194	19.3089	7.67375	19.1939	7.86397	2.22949	4.36017	0.000290047
19.2861	8.19495	4.87526	1.12382	0.431078	19.132	8.12845	19.3028	8.08329	2.12266	4.40842	4.4573e-006
19.3844	8.40737	4.87277	1.1398	0.41781	19.0239	8.17194	19.4062	8.30497	2.01409	4.45445	0.000271591
19.481	8.55702	4.78392	1.14377	0.400322	19.347	8.30741	19.5042	8.5289	1.90381	4.49819	4.19643e-006
19.5701	8.76962	4.76549	1.16884	0.411715	19.6843	8.35902	19.5966	8.75494	1.7919	4.53956	0.000256186
19.7343	8.93986	4.73932	1.15108	0.368124	20.0039	8.8906	19.6835	8.983	1.67841	4.57848	3.94446e-006
19.8052	9.16529	4.72346	1.18756	0.399611	19.6061	9.48659	19.7645	9.21294	1.56341	4.61488	0.000252899
19.9376	9.38422	4.74297	1.19007	0.37909	20.1574	9.45949	19.8398	9.44463	1.44697	4.64869	3.87976e-006
19.9799	9.61145	4.70871	1.23939	0.432037	19.6163	9.76606	19.9093	9.67795	1.32916	4.67984	0.000248015
20.0689	9.84532	4.72808	1.25754	0.427667	20.1573	9.90876	19.9728	9.91275	1.21005	4.70826	3.78848e-006
20.1287	10.0931	4.75979	1.2831	0.425721	19.1911	11.5493	20.0303	10.1489	1.08972	4.73389	0.000230388
20.1776	10.359	4.80164	1.31776	0.439997	20.166	10.4687	20.0818	10.3863	0.968259	4.75666	3.65738e-006
20.1919	10.5975	4.77983	1.36813	0.487317	19.6775	10.803	20.1271	10.6247	0.845742	4.77652	0.00021413
20.2514	10.8645	4.82609	1.39243	0.486008	20.371	11.0109	20.1663	10.864	0.722256	4.7934	3.38823e-006
20.2806	11.1191	4.84935	1.42057	0.485409	19.4335	12.3402	20.1993	11.1041	0.597892	4.80727	0.000187487
20.315	11.3564	4.84619	1.44397	0.484524	20.3164	11.3483	20.2261	11.3449	0.472738	4.81807	3.1112e-006
20.2586	11.6075	4.8193	1.52498	0.580127	19.2063	12.2418	20.2466	11.5861	0.346889	4.82575	0.000165687
20.331	11.8463	4.82612	1.52811	0.551151	20.6141	11.9422	20.2608	11.8275	0.220439	4.83027	2.76845e-006
20.3579	12.0801	4.83364	1.53061	0.499612	19.966	11.9688	20.2687	12.0692	0.093487	4.83159	0.000137273
20.3457	12.3619	4.88649	1.56675	0.509975	20.3263	12.4966	20.2701	12.3108	-0.0338694	4.82968	2.47235e-006
20.2947	12.6018	4.86437	1.62761	0.57366	20.0192	12.4823	20.2652	12.5522	-0.161529	4.82451	0.000122665
20.3198	12.8412	4.86031	1.63941	0.555354	20.498	12.8924	20.254	12.7933	-0.28939	4.81605	2.2461e-006
20.3066	13.0739	4.84587	1.66623	0.558276	20.9151	12.2555	20.2363	13.0339	-0.417348	4.80428	0.000101777
20.2708	13.289	4.81198	1.69667	0.562277	20.1943	13.1688	20.2122	13.2738	-0.545298	4.78918	2.00573e-006
20.232	13.5243	4.81138	1.72253	0.553518	19.858	13.5236	20.1818	13.5129	-0.673135	4.77072	8.50336e-005
20.2125	13.7804	4.83444	1.74277	0.544608	20.3245	13.8896	20.1449	13.7509	-0.800753	4.74892	1.80376e-006
20.1558	14.009	4.82157	1.78007	0.564353	20.3387	13.5307	20.1017	13.9878	-0.928043	4.72374	7.39469e-005
20.1014	14.2618	4.84592	1.8086	0.563811	20.1216	14.337	20.0521	14.2233	-1.0549	4.69521	1.66105e-006
20.0294	14.491	4.84234	1.83996	0.565268	19.6717	14.4038	19.9962	14.4573	-1.18121	4.66331	6.08709e-005
19.922	14.7424	4.87916	1.8828	0.579624	19.781	14.773	19.934	14.6897	-1.30687	4.62805	1.51748e-006
19.8554	14.9615	4.86233	1.89891	0.552539	20.1149	14.0165	19.8655	14.9202	-1.43177	4.58944	4.74176e-005
19.8239	15.1814	4.83279	1.90838	0.534211	20.0208	15.2053	19.7908	15.1486	-1.55581	4.54751	1.36211e-006
19.69	15.3921	4.82059	1.98704	0.640619	20.0157	15.3443	19.7099	15.3749	-1.67887	4.50226	4.05055e-005
19.6584	15.5845	4.75673	1.99557	0.617752	19.9131	15.554	19.6229	15.5989	-1.80085	4.45372	1.24743e-006
19.5636	15.7916	4.74384	2.02167	0.608264	19.9388	15.0864	19.5298	15.8203	-1.92164	4.40193	2.84232e-005
19.4604	16.0038	4.7428	2.05083	0.606966	19.4748	16.0098	19.4307	16.039	-2.04114	4.3469	1.11539e-006
19.3587	16.2132	4.7391	2.06536	0.571559	19.1556	16.0022	19.3257	16.2549	-2.15925	4.28868	2.07461e-005
19.2486	16.3916	4.7001	2.09542	0.57458	19.238	16.2719	19.2148	16.4679	-2.27586	4.22731	1.02909e-006
19.1297	16.5896	4.69456	2.12512	0.57754	19.4007	16.2962	19.0981	16.6777	-2.39087	4.16284	1.52799e-005
19.0011	16.7971	4.70829	2.15339	0.576403	19.0029	16.8387	18.9757	16.8841	-2.50418	4.0953	9.53196e-007
18.8438	16.9887	4.72204	2.21369	0.645123	18.8373	17.7112	18.8477	17.0872	-2.61571	4.02476	1.02366e-005
18.6736	17.2183	4.79171	2.24756	0.644316	18.6148	17.3832	18.7142	17.2866	-2.72534	3.95127	9.01201e-007
18.5709	17.4243	4.77445	2.22971	0.544274	18.8177	17.0316	18.5752	17.4822	-2.83299	3.87489	4.40555e-006
18.3599	17.6124	4.82211	2.27662	0.563247	18.1023	17.5529	18.4309	17.674	-2.93858	3.79568	8.36782e-007
18.2236	17.8043	4.81371	2.27869	0.508794	18.2749	17.4877	18.2814	17.8617	-3.042	3.71372	2.45786e-006
18.0918	17.9911	4.79954	2.29469	0.499403	18.2094	18.0461	18.1268	18.0453	-3.14318	3.62906	7.92673e-007
17.9154	18.1462	4.78805	2.33894	0.536296	18.3021	17.498	17.9671	18.2246	-3.24204	3.5418	1.65224e-006
17.782	18.2916	4.73144	2.36057	0.532654	17.9018	18.2183	17.8026	18.3994	-3.3385	3.45199	7.55626e-007
17.6477	18.4739	4.71862	2.36725	0.503128	18.8558	18.1364	17.6334	18.5697	-3.43247	3.35973	4.29856e-007
17.4558	18.6528	4.7549	2.39477	0.504517	17.3845	18.7039	17.4595	18.7353	-3.5239	3.26509	7.18973e-007
17.2742	18.7946	4.74259	2.43052	0.524079	17.7945	18.0801	17.281	18.8962	-3.61271	3.16817	1.63486e-007
17.1119	18.9323	4.70964	2.45499	0.523195	17.1762	18.8863	17.0983	19.0521	-3.69883	3.06904	7.12401e-007
16.9446	19.1027	4.71609	2.46659	0.500829	16.9398	19.7311	16.9113	19.203	-3.78221	2.9678	4.77252e-007
16.7284	19.2176	4.71569	2.50721	0.517176	16.5734	19.052	16.7201	19.3488	-3.86278	2.86455	7.01361e-007
16.5387	19.3703	4.73023	2.53135	0.519701	16.1674	20.2201	16.5251	19.4894	-3.9405	2.75938	1.62116e-006
16.3169	19.5286	4.78125	2.55696	0.517837	16.2338	19.6171	16.3262	19.6246	-4.01531	2.65237	7.05105e-007
16.0934	19.6122	4.76604	2.60873	0.558097	16.4366	18.2742	16.1237	19.7545	-4.08716	2.54364	3.50661e-006
15.8891	19.7552	4.78579	2.62898	0.549498	15.9243	19.8703	15.9176	19.8789	-4.15602	2.43329	7.10162e-007
15.6998	19.8807	4.7633	2.63312	0.500142	16.2328	19.2166	15.7082	19.9978	-4.22185	2.32141	7.37681e-006
15.4719	20.0318	4.81586	2.65083	0.490888	15.4332	20.1836	15.4956	20.111	-4.28461	2.2081	7.14898e-007
15.2619	20.1727	4.8347	2.66188	0.470258	14.3677	21.3406	15.2799	20.2185	-4.34427	2.09347	9.52572e-006
15.0722	20.3055	4.82474	2.67299	0.457604	15.2016	20.4385	15.0613	20.3203	-4.4008	1.97763	7.37331e-007
14.8422	20.3876	4.82422	2.71113	0.481929	14.7476	19.9571	14.84	20.4162	-4.4542	1.86068	1.10433e-005
14.6265	20.507	4.83524	2.72766	0.473775	14.6665	20.6088	14.6161	20.5063	-4.50443	1.74272	7.34514e-007
14.391	20.5932	4.84998	2.76459	0.500957	13.841	21.0031	14.3897	20.5904	-4.55149	1.62386	1.46884e-005
14.1447	20.6675	4.86499	2.7969	0.508143	14.0521	20.5924	14.1611	20.6686	-4.59537	1.50421	7.53189e-007
13.9086	20.7383	4.87207	2.83276	0.530087	13.8232	20.859	13.9304	20.7408	-4.63606	1.38386	2.0931e-005
13.6361	20.8013	4.91509	2.8678	0.537842	13.4686	20.7253	13.6977	20.807	-4.67357	1.26294	7.85759e-007
13.3888	20.8316	4.92021	2.92191	0.590987	13.8263	20.4261	13.4632	20.8671	-4.70789	1.14153	2.9585e-005
13.1416	20.8735	4.92345	2.95506	0.594657	13.1072	20.8294	13.2271	20.9211	-4.73904	1.01975	8.41774e-007
12.9102	20.9319	4.91701	2.97634	0.583436	13.2669	21.1579	12.9895	20.969	-4.76702	0.897694	4.28497e-005
12.7064	20.9777	4.8718	2.99843	0.57758	12.8729	21.0592	12.7506	21.0108	-4.79186	0.775469	9.14517e-007
12.4552	21.0178	4.89055	3.02658	0.578714	11.5171	21.6724	12.5106	21.0465	-4.81358	0.653175	5.30342e-005
12.2081	21.0553	4.90157	3.05117	0.573711	12.2062	21.11	12.2695	21.0761	-4.83219	0.530912	9.88585e-007
11.9697	21.075	4.89858	3.08237	0.582037	12.3859	21.1066	12.0276	21.0996	-4.84773	0.408778	6.5254e-005
11.7252	21.0464	4.8832	3.12599	0.59805	11.6814	20.8651	11.785	21.117	-4.86022	0.286869	1.07382e-006
11.4783	21.0329	4.88255	-3.12187	0.604205	11.5265	20.6748	11.5418	21.1283	-4.86971	0.165281	8.19824e-005
11.2598	21.0273	4.84974	-3.09347	0.603516	11.363	21.0688	11.2982	21.1335	-4.87623	0.0441057	1.18824e-006
11.0062	20.9886	4.85949	-3.05395	0.613598	10.5558	20.5567	11.0544	21.1327	-4.87982	-0.076565	9.9933e-005
10.7932	20.9511	4.81825	-3.01861	0.62023	10.8903	20.927	10.8105	21.1259	-4.88053	-0.196643	1.32329e-006
10.5447	20.951	4.81276	-3.01512	0.565871	9.30535	21.3896	10.5666	21.1131	-4.8784	-0.31604	0.000123023
10.2674	20.9778	4.87516	-3.01105	0.53701	10.189	21.209	10.3229	21.0943	-4.87349	-0.434674	1.4828e-006
10.0283	20.9596	4.87198	-2.99235	0.525446	9.97958	21.2932	10.0795	21.0697	-4.86585	-0.552463	0.000134719
9.83081	20.9213	4.81434	-2.96477	0.528892	9.99634	20.9797	9.83658	21.0391	-4.85554	-0.669327	1.59964e-006
9.59463	20.914	4.79139	-2.96816	0.472446	9.38223	21.111	9.59422	21.0028	-4.84262	-0.785189	0.000147063
9.39892	20.8622	4.73763	-2.93927	0.479864	9.53921	20.8762	9.35258	20.9607	-4.82714	-0.899977	1.66454e-006
9.1758	20.8213	4.72831	-2.91747	0.479285	9.63392	20.9724	9.11177	20.9128	-4.80919	-1.01362	0.000154951
8.88882	20.7886	4.80528	-2.90647	0.463018	8.70331	20.8221	8.87192	20.8594	-4.78881	-1.12605	1.73289e-006
8.67246	20.7095	4.78738	-2.87183	0.479413	9.84634	20.009	8.63315	20.8003	-4.76608	-1.2372	0.000168033
8.40066	20.6249	4.8452	-2.84455	0.481491	8.22277	20.4839	8.39557	20.7358	-4.74108	-1.34701	1.8409e-006
8.1721	20.5446	4.84797	-2.81502	0.491676	8.29647	20.4978	8.1593	20.6657	-4.71387	-1.45542	0.000187918
7.93107	20.4645	4.86478	-2.79192	0.48961	7.88599	20.45	7.92445	20.5903	-4.68453	-1.56237	1.99707e-006
7.71501	20.3779	4.86522	-2.75799	0.512771	8.29081	20.6565	7.69111	20.5096	-4.65313	-1.66781	0.000208714
7.41238	20.3197	4.96263	-2.75599	0.484263	7.18029	20.392	7.45939	20.4237	-4.61975	-1.7717	2.14967e-006
7.18161	20.2227	4.96231	-2.73345	0.479549	7.09214	20.1196	7.22939	20.3326	-4.58448	-1.87399	0.000229607
6.91856	20.1406	5.00603	-2.7219	0.464774	6.81542	20.1859	7.00119	20.2364	-4.54738	-1.97462	2.31064e-006
6.69375	20.0487	4.99388	-2.70587	0.452563	6.89359	20.1536	6.7749	20.1352	-4.50854	-2.07357	0.000244062
6.44569	19.9581	5.01899	-2.69328	0.440933	6.38914	20.0137	6.55059	20.0292	-4.46805	-2.17079	2.39851e-006
6.22891	19.8642	5.00412	-2.67578	0.437043	6.67637	20.2142	6.32834	19.9183	-4.42598	-2.26625	0.000253308
5.96685	19.7715	5.04831	-2.66879	0.419712	5.86119	19.8306	6.10823	19.8027	-4.38241	-2.35993	2.452e-006
5.74083	19.6248	5.08099	-2.62823	0.455662	5.28178	19.5036	5.89034	19.6824	-4.33744	-2.45178	0.000260544
5.55932	19.5026	5.03033	-2.60011	0.462663	5.69089	19.5755	5.67472	19.5577	-4.29114	-2.5418	2.53604e-006
5.3585	19.353	5.02554	-2.56616	0.478021	5.9506	18.9859	5.46145	19.4284	-4.24359	-2.62995	0.000281294
5.14322	19.252	5.01695	-2.55676	0.462237	5.17021	19.4397	5.25059	19.2948	-4.19488	-2.71622	2.64093e-006
4.94899	19.1403	4.96942	-2.54837	0.434927	5.87397	19.301	5.04219	19.157	-4.1451	-2.80059	0.000303092
4.78317	18.989	4.92695	-2.51458	0.449424	4.89149	18.982	4.8363	19.015	-4.09432	-2.88305	2.76015e-006
4.5757	18.8389	4.9527	-2.48842	0.460549	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359	0.000321364
4.39633	18.7069	4.92319	-2.46868	0.45763	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422	2.96515e-006
4.21176	18.5652	4.8899	-2.45582	0.435982	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888	0.000351792
4.0838	18.4088	4.81985	-2.41889	0.455008	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362	3.13594e-006
3.90231	18.2359	4.87479	-2.37764	0.499208	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644	0.000376784
3.65106	18.0954	4.944	-2.38395	0.461492	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732	3.42524e-006
3.48588	17.9446	4.89246	-2.3724	0.43662	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627	0.00042525
3.26211	17.778	4.94436	-2.36691	0.416463	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331	3.66279e-006
3.08466	17.5942	4.97975	-2.33481	0.442737	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844	0.000443774
2.90388	17.4766	4.94542	-2.33557	0.41746	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167	3.89287e-006
2.76352	17.2599	4.97649	-2.28252	0.472205	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302	0.000460711
2.58876	17.0746	4.98826	-2.26494	0.465017	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251	3.98678e-006
2.42358	16.9081	4.93915	-2.26297	0.424602	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014	0.000503632
2.25876	16.7357	4.93333	-2.25034	0.414876	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595	4.16507e-006
2.08449	16.5405	4.93354	-2.24321	0.388213	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995	0.000515996
1.93072	16.3104	4.96548	-2.21453	0.398119	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216	4.29904e-006
1.77241	16.1342	4.93285	-2.21202	0.367911	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261	0.000546232
1.56819	15.9662	4.96231	-2.22256	0.333807	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132	4.43398e-006
1.44306	15.7352	4.99963	-2.17875	0.379645	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832	0.000544607
1.27141	15.5181	5.03817	-2.16805	0.369285	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364	4.48797e-006
1.11515	15.3251	5.02965	-2.16246	0.350486	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773	0.000578955
0.90543	15.1083	5.10091	-2.16933	0.320829	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933	4.61354e-006
0.757239	14.9271	5.05339	-2.17102	0.289047	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977	0.000586664
0.652484	14.7119	5.02658	-2.1417	0.306657	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864	4.53546e-006
0.541842	14.4709	5.05802	-2.10322	0.344499	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598	0.000575388
0.368744	14.2497	5.1009	-2.10293	0.324153	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181	4.53232e-006
0.251046	13.9983	5.16531	-2.06354	0.369143	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617	0.000606371
0.23156	13.7487	5.10209	-2.00199	0.420367	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909	4.74437e-006
0.130443	13.5064	5.13502	-1.97215	0.438997	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061	0.000666012
-0.0356427	13.2771	5.17992	-1.97909	0.403795	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075	5.07135e-006
-0.153694	13.0582	5.14759	-1.97564	0.375522	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955	0.000733289
